classifier,n,Lhat,trainTime,testTime,iterate
kNN, 18.0, 0.382000000, 0.044851065, 0.197565794, 0
RF, 18.0, 0.522000000, 1.947219133, 0.142516375, 0
MLP, 18.0, 0.508000000, 19.645357847, 0.020479918, 0
S-RerF, 18.0, 0.430000000, 9.075243711, 0.303676844, 0
MT-MORF, 18.0, 0.420000000, 10.089869022, 0.284447908, 0
Log. Reg, 18.0, 0.550000000, 0.401916981, 0.001668215, 1
Lin. SVM, 18.0, 0.530000000, 0.415774345, 0.002058029, 1
SVM, 18.0, 0.532000000, 0.948498011, 0.914731026, 1
kNN, 18.0, 0.460000000, 0.042806864, 0.195207834, 1
RF, 18.0, 0.502000000, 2.003650904, 0.138015032, 1
MLP, 18.0, 0.534000000, 19.357127190, 0.021157026, 1
S-RerF, 18.0, 0.428000000, 9.108303070, 0.233416796, 1
MT-MORF, 18.0, 0.340000000, 9.817746878, 0.273949146, 1
Log. Reg, 18.0, 0.506000000, 0.410496950, 0.001981020, 2
Lin. SVM, 18.0, 0.520000000, 0.387856960, 0.001962900, 2
SVM, 18.0, 0.528000000, 0.941013098, 0.925218821, 2
kNN, 18.0, 0.464000000, 0.042849064, 0.199380159, 2
RF, 18.0, 0.490000000, 1.962783098, 0.144029140, 2
MLP, 18.0, 0.470000000, 19.997313976, 0.019218922, 2
S-RerF, 18.0, 0.436000000, 9.101158142, 0.215046883, 2
MT-MORF, 18.0, 0.400000000, 9.623285055, 0.214676857, 2
Log. Reg, 18.0, 0.502000000, 0.415987015, 0.002247095, 3
Lin. SVM, 18.0, 0.514000000, 0.387856245, 0.002023935, 3
SVM, 18.0, 0.526000000, 0.930140257, 0.926028013, 3
kNN, 18.0, 0.464000000, 0.043908834, 0.196993113, 3
RF, 18.0, 0.506000000, 1.995984793, 0.147454977, 3
MLP, 18.0, 0.472000000, 20.230516911, 0.020802736, 3
S-RerF, 18.0, 0.326000000, 9.771445751, 0.200069189, 3
MT-MORF, 18.0, 0.408000000, 10.355890989, 0.205062151, 3
Log. Reg, 18.0, 0.524000000, 0.414638042, 0.002269030, 4
Lin. SVM, 18.0, 0.514000000, 0.385169983, 0.002269983, 4
SVM, 18.0, 0.536000000, 0.948510885, 0.961883068, 4
kNN, 18.0, 0.404000000, 0.041014671, 0.206076860, 4
RF, 18.0, 0.500000000, 1.961457968, 0.145719767, 4
MLP, 18.0, 0.480000000, 18.998661995, 0.020712852, 4
S-RerF, 18.0, 0.492000000, 9.503823996, 0.251146078, 4
MT-MORF, 18.0, 0.428000000, 9.605976105, 0.217365026, 4
Log. Reg, 18.0, 0.526000000, 0.407119036, 0.002218962, 5
Lin. SVM, 18.0, 0.528000000, 0.392870903, 0.002397060, 5
SVM, 18.0, 0.524000000, 0.941485167, 0.910430908, 5
kNN, 18.0, 0.436000000, 0.041730642, 0.199303865, 5
RF, 18.0, 0.484000000, 1.917517185, 0.142067909, 5
MLP, 18.0, 0.498000000, 24.303339005, 0.022295952, 5
S-RerF, 18.0, 0.436000000, 10.344798326, 0.257565022, 5
MT-MORF, 18.0, 0.362000000, 12.466814756, 0.257784128, 5
Log. Reg, 18.0, 0.530000000, 0.426472902, 0.002449989, 6
Lin. SVM, 18.0, 0.508000000, 0.424532890, 0.002918005, 6
SVM, 18.0, 0.554000000, 0.949677706, 0.963792086, 6
kNN, 18.0, 0.428000000, 0.045949936, 0.237411022, 6
RF, 18.0, 0.512000000, 2.033684015, 0.147444010, 6
MLP, 18.0, 0.470000000, 14.849153042, 0.027189970, 6
S-RerF, 18.0, 0.422000000, 10.536375761, 0.224848032, 6
MT-MORF, 18.0, 0.388000000, 9.862691164, 0.348822117, 6
Log. Reg, 18.0, 0.478000000, 0.406955957, 0.002041101, 7
Lin. SVM, 18.0, 0.480000000, 0.433765888, 0.002332211, 7
SVM, 18.0, 0.510000000, 0.921566010, 0.892116070, 7
kNN, 18.0, 0.458000000, 0.041006088, 0.200625896, 7
RF, 18.0, 0.508000000, 1.997711182, 0.157154799, 7
MLP, 18.0, 0.434000000, 17.904524803, 0.026345015, 7
S-RerF, 18.0, 0.488000000, 10.366292953, 0.359162807, 7
MT-MORF, 18.0, 0.408000000, 10.354565144, 0.241943836, 7
Log. Reg, 18.0, 0.516000000, 0.421143055, 0.001607895, 8
Lin. SVM, 18.0, 0.530000000, 0.385066986, 0.002023935, 8
SVM, 18.0, 0.528000000, 0.915869236, 0.901642084, 8
kNN, 18.0, 0.412000000, 0.041391850, 0.190260887, 8
RF, 18.0, 0.494000000, 1.824478149, 0.147341013, 8
MLP, 18.0, 0.464000000, 13.981714249, 0.022902727, 8
S-RerF, 18.0, 0.414000000, 8.949221134, 0.171695948, 8
MT-MORF, 18.0, 0.352000000, 8.967078209, 0.169058800, 8
Log. Reg, 18.0, 0.520000000, 0.371152878, 0.001925945, 9
Lin. SVM, 18.0, 0.514000000, 0.346450806, 0.001828671, 9
SVM, 18.0, 0.532000000, 0.851113796, 0.829998970, 9
kNN, 18.0, 0.404000000, 0.039224148, 0.176641703, 9
RF, 18.0, 0.504000000, 1.729712248, 0.132651091, 9
MLP, 18.0, 0.490000000, 17.100459099, 0.018390656, 9
S-RerF, 18.0, 0.394000000, 8.056345940, 0.226254940, 9
MT-MORF, 18.0, 0.352000000, 9.203473091, 0.163430214, 9
Log. Reg, 21.0, 0.522000000, 0.424825907, 0.001961946, 0
Lin. SVM, 21.0, 0.510000000, 0.417782068, 0.001662970, 0
SVM, 21.0, 0.548000000, 1.007833242, 1.021224976, 0
kNN, 21.0, 0.390000000, 0.040870905, 0.208537817, 0
RF, 21.0, 0.478000000, 1.736957073, 0.124825716, 0
MLP, 21.0, 0.512000000, 19.524069071, 0.022320032, 0
S-RerF, 21.0, 0.344000000, 9.046765089, 0.171356916, 0
MT-MORF, 21.0, 0.376000000, 9.474808931, 0.189271212, 0
Log. Reg, 21.0, 0.520000000, 0.423027992, 0.001779079, 1
Lin. SVM, 21.0, 0.522000000, 0.425879955, 0.002287149, 1
SVM, 21.0, 0.526000000, 1.023779154, 1.028820992, 1
kNN, 21.0, 0.422000000, 0.041444063, 0.205604076, 1
RF, 21.0, 0.480000000, 1.794837952, 0.136390924, 1
MLP, 21.0, 0.516000000, 23.923194885, 0.019735098, 1
S-RerF, 21.0, 0.456000000, 8.678184986, 0.218841076, 1
MT-MORF, 21.0, 0.432000000, 9.011565685, 0.170221090, 1
Log. Reg, 21.0, 0.476000000, 0.397622108, 0.002032042, 2
Lin. SVM, 21.0, 0.482000000, 0.362238884, 0.001686811, 2
SVM, 21.0, 0.520000000, 0.960123062, 0.949123144, 2
kNN, 21.0, 0.376000000, 0.041281939, 0.208713055, 2
RF, 21.0, 0.488000000, 1.796744108, 0.137658834, 2
MLP, 21.0, 0.440000000, 18.764570951, 0.032771826, 2
S-RerF, 21.0, 0.362000000, 8.552785873, 0.159347773, 2
MT-MORF, 21.0, 0.424000000, 9.185255051, 0.163691044, 2
Log. Reg, 21.0, 0.494000000, 0.395166397, 0.002089977, 3
Lin. SVM, 21.0, 0.498000000, 0.419016361, 0.002067327, 3
SVM, 21.0, 0.506000000, 1.020624161, 0.984812021, 3
kNN, 21.0, 0.466000000, 0.050042152, 0.211251020, 3
RF, 21.0, 0.486000000, 1.899579048, 0.135289192, 3
MLP, 21.0, 0.446000000, 16.569849968, 0.027418137, 3
S-RerF, 21.0, 0.458000000, 8.821027040, 0.225404263, 3
MT-MORF, 21.0, 0.402000000, 10.253361940, 0.277717829, 3
Log. Reg, 21.0, 0.500000000, 0.466286898, 0.001980782, 4
Lin. SVM, 21.0, 0.498000000, 0.414962769, 0.002392769, 4
SVM, 21.0, 0.528000000, 1.022478819, 0.896839857, 4
kNN, 21.0, 0.476000000, 0.027710915, 0.249804020, 4
RF, 21.0, 0.486000000, 1.661809921, 0.104814053, 4
MLP, 21.0, 0.476000000, 21.675231934, 0.022725105, 4
S-RerF, 21.0, 0.352000000, 9.306896925, 0.180078745, 4
MT-MORF, 21.0, 0.454000000, 9.643079996, 0.182517052, 4
Log. Reg, 21.0, 0.510000000, 0.418210030, 0.002032995, 5
Lin. SVM, 21.0, 0.514000000, 0.403354883, 0.002085924, 5
SVM, 21.0, 0.514000000, 0.979717255, 0.968772173, 5
kNN, 21.0, 0.420000000, 0.038969040, 0.222570896, 5
RF, 21.0, 0.512000000, 1.870388985, 0.138142824, 5
MLP, 21.0, 0.486000000, 19.868220091, 0.022796154, 5
S-RerF, 21.0, 0.404000000, 9.086347103, 0.158100128, 5
MT-MORF, 21.0, 0.408000000, 9.819041729, 0.161240101, 5
Log. Reg, 21.0, 0.500000000, 0.426935673, 0.001789093, 6
Lin. SVM, 21.0, 0.484000000, 0.380594254, 0.002290964, 6
SVM, 21.0, 0.514000000, 0.989884853, 1.006703854, 6
kNN, 21.0, 0.422000000, 0.042666197, 0.219542027, 6
RF, 21.0, 0.512000000, 1.841594934, 0.135421991, 6
MLP, 21.0, 0.458000000, 13.327842951, 0.023455858, 6
S-RerF, 21.0, 0.458000000, 9.010540962, 0.155990601, 6
MT-MORF, 21.0, 0.438000000, 9.204996109, 0.193079948, 6
Log. Reg, 21.0, 0.472000000, 0.395746231, 0.002214909, 7
Lin. SVM, 21.0, 0.490000000, 0.415058851, 0.002283812, 7
SVM, 21.0, 0.524000000, 0.997785091, 0.968160868, 7
kNN, 21.0, 0.444000000, 0.040338039, 0.208107948, 7
RF, 21.0, 0.488000000, 1.782664061, 0.126469851, 7
MLP, 21.0, 0.454000000, 14.696928978, 0.031139135, 7
S-RerF, 21.0, 0.368000000, 8.890412092, 0.145516872, 7
MT-MORF, 21.0, 0.342000000, 9.919386148, 0.180207729, 7
Log. Reg, 21.0, 0.490000000, 0.384792089, 0.002189159, 8
Lin. SVM, 21.0, 0.498000000, 0.367948055, 0.003197908, 8
SVM, 21.0, 0.512000000, 0.984179974, 0.970608950, 8
kNN, 21.0, 0.442000000, 0.040534019, 0.209731817, 8
RF, 21.0, 0.480000000, 1.800113916, 0.127081394, 8
MLP, 21.0, 0.470000000, 19.552602053, 0.021915913, 8
S-RerF, 21.0, 0.412000000, 8.937233925, 0.158275843, 8
MT-MORF, 21.0, 0.406000000, 9.473628283, 0.161658049, 8
Log. Reg, 21.0, 0.462000000, 0.262974977, 0.001413345, 9
Lin. SVM, 21.0, 0.442000000, 0.289790154, 0.001428843, 9
SVM, 21.0, 0.516000000, 0.805856943, 0.798485994, 9
kNN, 21.0, 0.394000000, 0.028213978, 0.271622896, 9
RF, 21.0, 0.500000000, 1.658695936, 0.122313976, 9
MLP, 21.0, 0.436000000, 18.754575968, 0.027086973, 9
S-RerF, 21.0, 0.428000000, 9.012381077, 0.188449144, 9
MT-MORF, 21.0, 0.390000000, 9.797189713, 0.189289093, 9
Log. Reg, 24.0, 0.470000000, 0.483205080, 0.002534866, 0
Lin. SVM, 24.0, 0.480000000, 0.450699091, 0.002004147, 0
SVM, 24.0, 0.528000000, 1.130040884, 1.089281082, 0
kNN, 24.0, 0.392000000, 0.053295135, 0.250073910, 0
RF, 24.0, 0.516000000, 1.889155865, 0.141959906, 0
MLP, 24.0, 0.464000000, 26.847105026, 0.027916670, 0
S-RerF, 24.0, 0.470000000, 9.790601254, 0.151836157, 0
MT-MORF, 24.0, 0.482000000, 10.390724897, 0.165362835, 0
Log. Reg, 24.0, 0.522000000, 0.454948902, 0.001853943, 1
Lin. SVM, 24.0, 0.512000000, 0.445936918, 0.002197027, 1
SVM, 24.0, 0.530000000, 1.173414230, 1.057019949, 1
kNN, 24.0, 0.458000000, 0.036777973, 0.243440151, 1
RF, 24.0, 0.510000000, 1.716076851, 0.099977970, 1
MLP, 24.0, 0.508000000, 22.342733145, 0.025784254, 1
S-RerF, 24.0, 0.428000000, 9.550424814, 0.178944111, 1
MT-MORF, 24.0, 0.394000000, 10.453735828, 0.188614845, 1
Log. Reg, 24.0, 0.492000000, 0.451054811, 0.002242088, 2
Lin. SVM, 24.0, 0.486000000, 0.444171190, 0.001939058, 2
SVM, 24.0, 0.510000000, 1.121127844, 1.088894129, 2
kNN, 24.0, 0.430000000, 0.053869009, 0.255993128, 2
RF, 24.0, 0.482000000, 1.887161255, 0.133651972, 2
MLP, 24.0, 0.486000000, 27.929692030, 0.029288292, 2
S-RerF, 24.0, 0.352000000, 10.199232101, 0.163038969, 2
MT-MORF, 24.0, 0.380000000, 10.134770870, 0.150434256, 2
Log. Reg, 24.0, 0.502000000, 0.427091122, 0.002314091, 3
Lin. SVM, 24.0, 0.506000000, 0.438269854, 0.002482891, 3
SVM, 24.0, 0.534000000, 1.132340908, 1.068540812, 3
kNN, 24.0, 0.420000000, 0.034410954, 0.290817022, 3
RF, 24.0, 0.512000000, 1.794174910, 0.117023945, 3
MLP, 24.0, 0.486000000, 23.164758921, 0.026738167, 3
S-RerF, 24.0, 0.448000000, 9.741640329, 0.171880960, 3
MT-MORF, 24.0, 0.436000000, 10.104019880, 0.190187931, 3
Log. Reg, 24.0, 0.462000000, 0.439837933, 0.002398968, 4
Lin. SVM, 24.0, 0.464000000, 0.475259304, 0.002330065, 4
SVM, 24.0, 0.526000000, 1.177293062, 1.142076969, 4
kNN, 24.0, 0.390000000, 0.055474758, 0.262578964, 4
RF, 24.0, 0.504000000, 1.908067942, 0.132874012, 4
MLP, 24.0, 0.478000000, 25.157780886, 0.036108017, 4
S-RerF, 24.0, 0.438000000, 9.468471050, 0.203870058, 4
MT-MORF, 24.0, 0.374000000, 10.315834999, 0.306964159, 4
Log. Reg, 24.0, 0.552000000, 0.477222204, 0.002339125, 5
Lin. SVM, 24.0, 0.534000000, 0.460997820, 0.002445936, 5
SVM, 24.0, 0.522000000, 1.189296007, 1.206387043, 5
kNN, 24.0, 0.408000000, 0.053587914, 0.271311760, 5
RF, 24.0, 0.508000000, 1.919965982, 0.109176159, 5
MLP, 24.0, 0.540000000, 21.608286142, 0.029250860, 5
S-RerF, 24.0, 0.454000000, 9.681352854, 0.258584976, 5
MT-MORF, 24.0, 0.446000000, 10.083433867, 0.247793913, 5
Log. Reg, 24.0, 0.476000000, 0.564747095, 0.002263069, 6
Lin. SVM, 24.0, 0.480000000, 0.528230906, 0.002651930, 6
SVM, 24.0, 0.522000000, 1.354089022, 1.215996265, 6
kNN, 24.0, 0.438000000, 0.052832842, 0.281071901, 6
RF, 24.0, 0.510000000, 2.214882851, 0.143723011, 6
MLP, 24.0, 0.452000000, 25.407366991, 0.031115055, 6
S-RerF, 24.0, 0.454000000, 9.940478086, 0.214768171, 6
MT-MORF, 24.0, 0.438000000, 10.238701105, 0.170047045, 6
Log. Reg, 24.0, 0.496000000, 0.440359116, 0.002656698, 7
Lin. SVM, 24.0, 0.488000000, 0.436954975, 0.002589226, 7
SVM, 24.0, 0.518000000, 1.171334982, 1.140990019, 7
kNN, 24.0, 0.366000000, 0.052259207, 0.265008926, 7
RF, 24.0, 0.512000000, 2.050961018, 0.139046192, 7
MLP, 24.0, 0.496000000, 20.596720934, 0.026427031, 7
S-RerF, 24.0, 0.392000000, 10.331414938, 0.261446238, 7
MT-MORF, 24.0, 0.444000000, 10.931503773, 0.180063963, 7
Log. Reg, 24.0, 0.532000000, 0.428079844, 0.002535820, 8
Lin. SVM, 24.0, 0.546000000, 0.455326080, 0.002545834, 8
SVM, 24.0, 0.522000000, 1.201997042, 1.156656742, 8
kNN, 24.0, 0.426000000, 0.054817200, 0.292111874, 8
RF, 24.0, 0.532000000, 2.001074791, 0.140322924, 8
MLP, 24.0, 0.512000000, 28.087054014, 0.028455257, 8
S-RerF, 24.0, 0.346000000, 9.925745964, 0.177351236, 8
MT-MORF, 24.0, 0.444000000, 10.383378983, 0.182646036, 8
Log. Reg, 24.0, 0.508000000, 0.438404083, 0.002675772, 9
Lin. SVM, 24.0, 0.508000000, 0.442018986, 0.005533934, 9
SVM, 24.0, 0.518000000, 1.158184052, 1.171817064, 9
kNN, 24.0, 0.430000000, 0.053928852, 0.254469872, 9
RF, 24.0, 0.508000000, 1.895266056, 0.128200054, 9
MLP, 24.0, 0.502000000, 25.458956718, 0.040291071, 9
S-RerF, 24.0, 0.424000000, 9.791054726, 0.174588203, 9
MT-MORF, 24.0, 0.436000000, 10.029464006, 0.169426918, 9
Log. Reg, 27.0, 0.514000000, 0.471926928, 0.002470970, 0
Lin. SVM, 27.0, 0.520000000, 0.474314928, 0.002761126, 0
SVM, 27.0, 0.520000000, 1.249421120, 1.231121302, 0
kNN, 27.0, 0.430000000, 0.051745176, 0.279649019, 0
RF, 27.0, 0.544000000, 1.977319956, 0.131771803, 0
MLP, 27.0, 0.500000000, 32.755504131, 0.030893087, 0
S-RerF, 27.0, 0.466000000, 10.363800049, 0.240610838, 0
MT-MORF, 27.0, 0.440000000, 11.726598024, 0.182939291, 0
Log. Reg, 27.0, 0.490000000, 0.660279036, 0.006297112, 1
Lin. SVM, 27.0, 0.496000000, 0.573891163, 0.003512859, 1
SVM, 27.0, 0.520000000, 1.426645994, 1.479698896, 1
kNN, 27.0, 0.432000000, 0.058180094, 0.404386997, 1
RF, 27.0, 0.500000000, 1.967999935, 0.106980085, 1
MLP, 27.0, 0.478000000, 32.631607056, 0.036082745, 1
S-RerF, 27.0, 0.406000000, 10.415836811, 0.191912889, 1
MT-MORF, 27.0, 0.414000000, 11.035213947, 0.200319052, 1
Log. Reg, 27.0, 0.470000000, 0.506013155, 0.003323078, 2
Lin. SVM, 27.0, 0.476000000, 0.488729000, 0.002356052, 2
SVM, 27.0, 0.514000000, 1.318676949, 1.321649313, 2
kNN, 27.0, 0.382000000, 0.052917957, 0.297803164, 2
RF, 27.0, 0.482000000, 2.106719971, 0.124078035, 2
MLP, 27.0, 0.470000000, 29.245520353, 0.031673908, 2
S-RerF, 27.0, 0.400000000, 10.149750948, 0.184440136, 2
MT-MORF, 27.0, 0.404000000, 10.787886858, 0.098875284, 2
Log. Reg, 27.0, 0.526000000, 0.311573982, 0.002743006, 3
Lin. SVM, 27.0, 0.526000000, 0.448273897, 0.002374887, 3
SVM, 27.0, 0.526000000, 1.237033844, 1.276648283, 3
kNN, 27.0, 0.428000000, 0.052548170, 0.307597876, 3
RF, 27.0, 0.484000000, 1.989259005, 0.140731335, 3
MLP, 27.0, 0.510000000, 29.378998041, 0.029517174, 3
S-RerF, 27.0, 0.312000000, 10.516914129, 0.171715975, 3
MT-MORF, 27.0, 0.424000000, 10.853314161, 0.183007002, 3
Log. Reg, 27.0, 0.482000000, 0.477552176, 0.004910707, 4
Lin. SVM, 27.0, 0.490000000, 0.473454714, 0.002339125, 4
SVM, 27.0, 0.520000000, 1.290027857, 1.265925169, 4
kNN, 27.0, 0.376000000, 0.051692963, 0.302006006, 4
RF, 27.0, 0.488000000, 2.054121017, 0.132046700, 4
MLP, 27.0, 0.468000000, 25.198663235, 0.024219990, 4
S-RerF, 27.0, 0.446000000, 10.378078222, 0.163213968, 4
MT-MORF, 27.0, 0.422000000, 13.569500208, 0.284079075, 4
Log. Reg, 27.0, 0.500000000, 0.694419861, 0.004019022, 5
Lin. SVM, 27.0, 0.500000000, 0.675703049, 0.013648748, 5
SVM, 27.0, 0.522000000, 1.712704182, 1.459528923, 5
kNN, 27.0, 0.410000000, 0.053761005, 0.553806305, 5
RF, 27.0, 0.486000000, 2.848953724, 0.154628992, 5
MLP, 27.0, 0.446000000, 30.244643211, 0.032367945, 5
S-RerF, 27.0, 0.384000000, 11.248863935, 0.233317852, 5
MT-MORF, 27.0, 0.456000000, 12.038615704, 0.205065966, 5
Log. Reg, 27.0, 0.480000000, 0.589362144, 0.003417015, 6
Lin. SVM, 27.0, 0.478000000, 0.584959984, 0.006751060, 6
SVM, 27.0, 0.526000000, 1.694719076, 1.575316906, 6
kNN, 27.0, 0.394000000, 0.056323051, 0.365396023, 6
RF, 27.0, 0.486000000, 2.126313210, 0.141190052, 6
MLP, 27.0, 0.470000000, 34.397199869, 0.027491808, 6
S-RerF, 27.0, 0.450000000, 10.964654207, 0.200634956, 6
MT-MORF, 27.0, 0.396000000, 11.937914133, 0.218891144, 6
Log. Reg, 27.0, 0.528000000, 0.558844805, 0.002166986, 7
Lin. SVM, 27.0, 0.502000000, 0.556818962, 0.002925873, 7
SVM, 27.0, 0.518000000, 1.469539165, 1.498439074, 7
kNN, 27.0, 0.448000000, 0.068669319, 0.342566967, 7
RF, 27.0, 0.470000000, 2.449552059, 0.136262178, 7
MLP, 27.0, 0.478000000, 28.795284986, 0.029787779, 7
S-RerF, 27.0, 0.446000000, 11.076102734, 0.216810942, 7
MT-MORF, 27.0, 0.446000000, 12.050060987, 0.209146023, 7
Log. Reg, 27.0, 0.510000000, 0.544145823, 0.003055811, 8
Lin. SVM, 27.0, 0.502000000, 0.495419025, 0.002519608, 8
SVM, 27.0, 0.520000000, 1.462273121, 1.490891933, 8
kNN, 27.0, 0.426000000, 0.057238102, 0.341975927, 8
RF, 27.0, 0.518000000, 2.233569145, 0.137727976, 8
MLP, 27.0, 0.494000000, 33.109537840, 0.200700045, 8
S-RerF, 27.0, 0.438000000, 21.703650951, 4.408332109, 8
MT-MORF, 27.0, 0.458000000, 21.271927118, 1.454287052, 8
Log. Reg, 27.0, 0.502000000, 1.376301050, 0.003674984, 9
Lin. SVM, 27.0, 0.508000000, 1.244206905, 0.003604889, 9
SVM, 27.0, 0.526000000, 2.732023954, 2.805962086, 9
kNN, 27.0, 0.392000000, 0.103308201, 0.670540810, 9
RF, 27.0, 0.496000000, 3.778688908, 0.188089132, 9
MLP, 27.0, 0.508000000, 50.804897070, 0.033288956, 9
S-RerF, 27.0, 0.430000000, 10.743074179, 0.225038052, 9
MT-MORF, 27.0, 0.412000000, 12.086169958, 0.206385136, 9
Log. Reg, 30.0, 0.510000000, 0.431635141, 0.002810001, 0
Lin. SVM, 30.0, 0.506000000, 0.483181953, 0.002439976, 0
SVM, 30.0, 0.522000000, 1.509016991, 1.563705206, 0
kNN, 30.0, 0.426000000, 0.072108030, 0.404789925, 0
RF, 30.0, 0.530000000, 2.310327053, 0.156667233, 0
MLP, 30.0, 0.504000000, 42.418716192, 0.031263828, 0
S-RerF, 30.0, 0.454000000, 12.138598204, 0.216322184, 0
MT-MORF, 30.0, 0.430000000, 13.149023771, 0.259864092, 0
Log. Reg, 30.0, 0.498000000, 0.613330364, 0.002699137, 1
Lin. SVM, 30.0, 0.500000000, 0.591400862, 0.002816916, 1
SVM, 30.0, 0.520000000, 1.542836905, 1.164778948, 1
kNN, 30.0, 0.458000000, 0.046659946, 0.484107971, 1
RF, 30.0, 0.528000000, 2.150925159, 0.143236876, 1
MLP, 30.0, 0.488000000, 47.501072884, 0.032988787, 1
S-RerF, 30.0, 0.466000000, 11.995568991, 0.222024918, 1
MT-MORF, 30.0, 0.454000000, 12.720110178, 0.209818125, 1
Log. Reg, 30.0, 0.522000000, 0.744437933, 0.003754139, 2
Lin. SVM, 30.0, 0.532000000, 0.555068970, 0.003970861, 2
SVM, 30.0, 0.526000000, 1.645250797, 1.576937914, 2
kNN, 30.0, 0.456000000, 0.073354006, 0.412968874, 2
RF, 30.0, 0.526000000, 2.313253164, 0.118675947, 2
MLP, 30.0, 0.508000000, 43.137159824, 0.050929070, 2
S-RerF, 30.0, 0.446000000, 11.812678814, 0.234970808, 2
MT-MORF, 30.0, 0.436000000, 12.838075161, 0.218164206, 2
Log. Reg, 30.0, 0.506000000, 0.607347965, 0.004524231, 3
Lin. SVM, 30.0, 0.494000000, 0.581057072, 0.002758026, 3
SVM, 30.0, 0.522000000, 1.609220266, 1.561855793, 3
kNN, 30.0, 0.444000000, 0.075661898, 0.419589996, 3
RF, 30.0, 0.516000000, 2.253021955, 0.137616873, 3
MLP, 30.0, 0.490000000, 45.982488871, 0.031317949, 3
S-RerF, 30.0, 0.446000000, 12.019651175, 0.235810995, 3
MT-MORF, 30.0, 0.472000000, 14.047014952, 0.313524008, 3
Log. Reg, 30.0, 0.482000000, 0.517813921, 0.003618002, 4
Lin. SVM, 30.0, 0.486000000, 0.522974014, 0.002902985, 4
SVM, 30.0, 0.522000000, 1.411864042, 1.373200893, 4
kNN, 30.0, 0.428000000, 0.064811945, 0.335142136, 4
RF, 30.0, 0.496000000, 2.179106951, 0.138839960, 4
MLP, 30.0, 0.492000000, 26.974164009, 0.033068657, 4
S-RerF, 30.0, 0.434000000, 10.710271120, 0.172179937, 4
MT-MORF, 30.0, 0.450000000, 10.948369741, 0.173774958, 4
Log. Reg, 30.0, 0.548000000, 0.515770912, 0.002465010, 5
Lin. SVM, 30.0, 0.546000000, 0.486470222, 0.002979755, 5
SVM, 30.0, 0.520000000, 1.290085077, 1.155172110, 5
kNN, 30.0, 0.482000000, 0.044654131, 0.396023750, 5
RF, 30.0, 0.516000000, 1.877942085, 0.117325068, 5
MLP, 30.0, 0.550000000, 35.670246124, 0.029964924, 5
S-RerF, 30.0, 0.508000000, 10.569282055, 0.174572229, 5
MT-MORF, 30.0, 0.440000000, 11.284764290, 0.190139771, 5
Log. Reg, 30.0, 0.466000000, 0.511086226, 0.004105091, 6
Lin. SVM, 30.0, 0.468000000, 0.519152880, 0.003514290, 6
SVM, 30.0, 0.520000000, 1.419253111, 1.365080118, 6
kNN, 30.0, 0.420000000, 0.061063290, 0.326945066, 6
RF, 30.0, 0.492000000, 2.035372019, 0.139905930, 6
MLP, 30.0, 0.448000000, 27.552618027, 0.037267923, 6
S-RerF, 30.0, 0.304000000, 11.642129898, 0.202024937, 6
MT-MORF, 30.0, 0.420000000, 12.817121029, 0.235780716, 6
Log. Reg, 30.0, 0.514000000, 0.518116713, 0.003535271, 7
Lin. SVM, 30.0, 0.512000000, 0.489839077, 0.002901077, 7
SVM, 30.0, 0.522000000, 1.413218737, 1.226314068, 7
kNN, 30.0, 0.412000000, 0.047509909, 0.404045105, 7
RF, 30.0, 0.502000000, 2.057414055, 0.121569157, 7
MLP, 30.0, 0.484000000, 40.154303074, 0.037030697, 7
S-RerF, 30.0, 0.500000000, 12.363301277, 0.362451315, 7
MT-MORF, 30.0, 0.470000000, 13.658366919, 0.201912880, 7
Log. Reg, 30.0, 0.520000000, 0.698707104, 0.004925251, 8
Lin. SVM, 30.0, 0.526000000, 0.606054068, 0.098000050, 8
SVM, 30.0, 0.520000000, 1.942534924, 1.953861713, 8
kNN, 30.0, 0.408000000, 0.079536915, 0.441087008, 8
RF, 30.0, 0.470000000, 2.227507830, 0.147416830, 8
MLP, 30.0, 0.508000000, 34.078781843, 0.034647942, 8
S-RerF, 30.0, 0.422000000, 12.363387823, 0.175803900, 8
MT-MORF, 30.0, 0.446000000, 12.505182981, 0.352715015, 8
Log. Reg, 30.0, 0.498000000, 0.720207691, 0.004924059, 9
Lin. SVM, 30.0, 0.492000000, 0.638622046, 0.002906084, 9
SVM, 30.0, 0.520000000, 2.030814171, 2.078267813, 9
kNN, 30.0, 0.398000000, 0.075216293, 0.478564262, 9
RF, 30.0, 0.502000000, 2.695865154, 0.163159132, 9
MLP, 30.0, 0.452000000, 35.774033070, 0.038702250, 9
S-RerF, 30.0, 0.466000000, 14.804161072, 0.180764198, 9
MT-MORF, 30.0, 0.470000000, 13.027860880, 0.129884958, 9
