classifier,n,Lhat,trainTime,testTime,iterate
Log. Reg, 50, 0.580000000, 0.006341696, 0.000479937, 0
Lin. SVM, 50, 0.580000000, 0.003229856, 0.000447989, 0
SVM, 50, 0.600000000, 0.003832102, 0.002825975, 0
kNN, 50, 0.560000000, 0.001021147, 0.006414890, 0
RF, 50, 0.620000000, 0.227563858, 0.016362190, 0
MLP, 50, 0.560000000, 0.105427980, 0.000455141, 0
S-RerF, 50, 0.500000000, 0.153326035, 0.001067162, 0
MT-MORF, 50, 0.500000000, 0.136730909, 0.000827789, 0
