classifier,n,Lhat,trainTime,testTime,iterate
MLP, 50, 0.475000000, 0.231993198, 0.002479792, 7
MLP, 50, 0.496000000, 0.213555098, 0.002516031, 8
MLP, 50, 0.480000000, 0.245519161, 0.002848148, 9
S-RerF, 50, 0.495000000, 0.025125027, 0.007063150, 0
S-RerF, 50, 0.469000000, 0.021907806, 0.005783081, 1
S-RerF, 50, 0.482000000, 0.021568060, 0.005382061, 2
S-RerF, 50, 0.473000000, 0.021181107, 0.006870031, 3
S-RerF, 50, 0.489000000, 0.024353981, 0.005748034, 4
S-RerF, 50, 0.491000000, 0.032774925, 0.013829708, 5
S-RerF, 50, 0.471000000, 0.022334099, 0.026682138, 6
S-RerF, 50, 0.486000000, 0.022340775, 0.005697966, 7
S-RerF, 50, 0.459000000, 0.021335840, 0.006511211, 8
S-RerF, 50, 0.470000000, 0.022565126, 0.006098032, 9
MT-MORF, 50, 0.477000000, 0.028262138, 0.042512178, 0
MT-MORF, 50, 0.468000000, 0.025027037, 0.045630932, 1
MT-MORF, 50, 0.471000000, 0.023190022, 0.016104937, 2
MT-MORF, 50, 0.463000000, 0.026928186, 0.044012785, 3
MT-MORF, 50, 0.475000000, 0.023596048, 0.006900072, 4
MT-MORF, 50, 0.487000000, 0.023291826, 0.036164045, 5
MT-MORF, 50, 0.482000000, 0.039922237, 0.041977167, 6
MT-MORF, 50, 0.460000000, 0.029558182, 0.022975922, 7
MT-MORF, 50, 0.472000000, 0.033236027, 0.028424978, 8
MT-MORF, 50, 0.485000000, 0.029976845, 0.012570858, 9
Log. Reg, 100, 0.522000000, 0.005193949, 0.000776768, 0
Log. Reg, 100, 0.480000000, 0.005496025, 0.000763893, 1
Log. Reg, 100, 0.531000000, 0.008151054, 0.000736952, 2
Log. Reg, 100, 0.475000000, 0.006195784, 0.000739098, 3
Log. Reg, 100, 0.511000000, 0.005076885, 0.000666857, 4
Log. Reg, 100, 0.480000000, 0.005414248, 0.001218081, 5
Log. Reg, 100, 0.511000000, 0.006286621, 0.000753880, 6
Log. Reg, 100, 0.499000000, 0.009768963, 0.000888109, 7
Log. Reg, 100, 0.512000000, 0.007291794, 0.001017094, 8
Log. Reg, 100, 0.518000000, 0.006941080, 0.000861168, 9
Lin. SVM, 100, 0.532000000, 0.073282003, 0.002392054, 0
Lin. SVM, 100, 0.479000000, 0.058345079, 0.002394199, 1
Lin. SVM, 100, 0.501000000, 0.057262182, 0.003895044, 2
Lin. SVM, 100, 0.502000000, 0.046310186, 0.000767946, 3
Lin. SVM, 100, 0.498000000, 0.059630871, 0.001150846, 4
Lin. SVM, 100, 0.496000000, 0.054570198, 0.000910759, 5
Lin. SVM, 100, 0.493000000, 0.072660208, 0.001394272, 6
Lin. SVM, 100, 0.518000000, 0.054250240, 0.000966072, 7
Lin. SVM, 100, 0.525000000, 0.045745134, 0.000914097, 8
Lin. SVM, 100, 0.495000000, 0.057036161, 0.001224041, 9
SVM, 100, 0.494000000, 0.011062145, 0.091145039, 0
SVM, 100, 0.493000000, 0.008168936, 0.069595814, 1
SVM, 100, 0.493000000, 0.007954121, 0.069309950, 2
SVM, 100, 0.493000000, 0.008237839, 0.069627285, 3
SVM, 100, 0.493000000, 0.012019873, 0.086795092, 4
SVM, 100, 0.493000000, 0.009483099, 0.077057838, 5
SVM, 100, 0.493000000, 0.012215137, 0.091866970, 6
SVM, 100, 0.493000000, 0.007989168, 0.072147846, 7
SVM, 100, 0.493000000, 0.008352995, 0.071230888, 8
SVM, 100, 0.493000000, 0.008332014, 0.071486950, 9
kNN, 100, 0.452000000, 0.001566887, 0.041816711, 0
kNN, 100, 0.469000000, 0.001203060, 0.043807268, 1
kNN, 100, 0.425000000, 0.001090050, 0.054036856, 2
kNN, 100, 0.441000000, 0.001305819, 0.064908981, 3
kNN, 100, 0.443000000, 0.001168728, 0.048329830, 4
kNN, 100, 0.456000000, 0.001234293, 0.062761068, 5
kNN, 100, 0.443000000, 0.001194954, 0.044881821, 6
kNN, 100, 0.460000000, 0.001183748, 0.051772118, 7
kNN, 100, 0.443000000, 0.001098156, 0.050933123, 8
kNN, 100, 0.445000000, 0.001138210, 0.049834967, 9
RF, 100, 0.496000000, 0.135564804, 0.019130945, 0
RF, 100, 0.495000000, 0.139770985, 0.019882917, 1
RF, 100, 0.497000000, 0.146486998, 0.019415140, 2
RF, 100, 0.519000000, 0.143188953, 0.019320965, 3
RF, 100, 0.449000000, 0.134260893, 0.018880844, 4
RF, 100, 0.492000000, 0.138889790, 0.019609928, 5
RF, 100, 0.491000000, 0.141185045, 0.020148039, 6
RF, 100, 0.464000000, 0.271034956, 0.049594164, 7
RF, 100, 0.471000000, 0.282991171, 0.034527063, 8
RF, 100, 0.499000000, 0.169674873, 0.020720959, 9
MLP, 100, 0.506000000, 0.561784983, 0.005386829, 0
MLP, 100, 0.485000000, 0.648466110, 0.003665924, 1
MLP, 100, 0.487000000, 0.668674946, 0.004172087, 2
MLP, 100, 0.518000000, 0.806224823, 0.004801989, 3
MLP, 100, 0.482000000, 0.371039867, 0.002705812, 4
MLP, 100, 0.508000000, 0.396816254, 0.002779007, 5
MLP, 100, 0.473000000, 0.480857134, 0.002797842, 6
MLP, 100, 0.488000000, 0.826505899, 0.003790855, 7
MLP, 100, 0.491000000, 0.450462103, 0.002671957, 8
MLP, 100, 0.491000000, 0.551940203, 0.003419876, 9
S-RerF, 100, 0.491000000, 0.085913658, 0.019347906, 0
S-RerF, 100, 0.464000000, 0.078619957, 0.021769762, 1
S-RerF, 100, 0.466000000, 0.083743095, 0.012037039, 2
S-RerF, 100, 0.473000000, 0.066308022, 0.006766081, 3
S-RerF, 100, 0.482000000, 0.076484919, 0.010581017, 4
S-RerF, 100, 0.503000000, 0.076726913, 0.008889198, 5
S-RerF, 100, 0.496000000, 0.061357021, 0.006638765, 6
S-RerF, 100, 0.486000000, 0.090807915, 0.007158041, 7
S-RerF, 100, 0.479000000, 0.096718788, 0.070147038, 8
S-RerF, 100, 0.472000000, 0.080449820, 0.006759167, 9
MT-MORF, 100, 0.456000000, 0.070621014, 0.008799076, 0
MT-MORF, 100, 0.457000000, 0.083710909, 0.011016846, 1
MT-MORF, 100, 0.443000000, 0.076231003, 0.009367943, 2
MT-MORF, 100, 0.460000000, 0.080548048, 0.019634962, 3
MT-MORF, 100, 0.465000000, 0.068179369, 0.007815123, 4
MT-MORF, 100, 0.440000000, 0.121203899, 0.110207081, 5
MT-MORF, 100, 0.426000000, 0.102596760, 0.039425135, 6
MT-MORF, 100, 0.457000000, 0.090708256, 0.024017096, 7
MT-MORF, 100, 0.437000000, 0.099137068, 0.072649956, 8
MT-MORF, 100, 0.479000000, 0.077737093, 0.006908178, 9
Log. Reg, 200, 0.509000000, 0.014073849, 0.000749111, 0
Log. Reg, 200, 0.493000000, 0.015089989, 0.000853062, 1
Log. Reg, 200, 0.513000000, 0.013017654, 0.000742197, 2
Log. Reg, 200, 0.502000000, 0.017003059, 0.001218081, 3
Log. Reg, 200, 0.504000000, 0.009948969, 0.000700951, 4
Log. Reg, 200, 0.502000000, 0.013518095, 0.000737906, 5
Log. Reg, 200, 0.496000000, 0.013633013, 0.000788927, 6
Log. Reg, 200, 0.516000000, 0.012701035, 0.000993013, 7
Log. Reg, 200, 0.497000000, 0.017423868, 0.000779152, 8
Log. Reg, 200, 0.523000000, 0.013324976, 0.000738144, 9
Lin. SVM, 200, 0.477000000, 0.148898125, 0.000711918, 0
Lin. SVM, 200, 0.492000000, 0.148507118, 0.000717163, 1
Lin. SVM, 200, 0.519000000, 0.145780802, 0.000943899, 2
Lin. SVM, 200, 0.491000000, 0.151009083, 0.001081228, 3
Lin. SVM, 200, 0.485000000, 0.141942024, 0.000857115, 4
Lin. SVM, 200, 0.528000000, 0.147364855, 0.000711918, 5
Lin. SVM, 200, 0.477000000, 0.132410288, 0.000710011, 6
Lin. SVM, 200, 0.481000000, 0.160820007, 0.001167297, 7
Lin. SVM, 200, 0.482000000, 0.153360844, 0.000797749, 8
Lin. SVM, 200, 0.499000000, 0.149643183, 0.000797987, 9
SVM, 200, 0.491000000, 0.029911995, 0.143532038, 0
SVM, 200, 0.492000000, 0.030248880, 0.139724016, 1
SVM, 200, 0.491000000, 0.030157089, 0.144115925, 2
SVM, 200, 0.493000000, 0.046584129, 0.170507193, 3
SVM, 200, 0.492000000, 0.039122820, 0.143548965, 4
SVM, 200, 0.494000000, 0.029302120, 0.136596203, 5
SVM, 200, 0.486000000, 0.036652088, 0.185218811, 6
SVM, 200, 0.492000000, 0.038008928, 0.149023771, 7
SVM, 200, 0.489000000, 0.044488907, 0.192224026, 8
SVM, 200, 0.491000000, 0.043545008, 0.207293034, 9
kNN, 200, 0.428000000, 0.002871990, 0.070945978, 0
kNN, 200, 0.457000000, 0.002318859, 0.080764294, 1
kNN, 200, 0.414000000, 0.001943827, 0.066601992, 2
kNN, 200, 0.430000000, 0.001947880, 0.062607288, 3
kNN, 200, 0.415000000, 0.002112865, 0.065804005, 4
kNN, 200, 0.467000000, 0.002534866, 0.064787865, 5
kNN, 200, 0.450000000, 0.002898932, 0.063973904, 6
kNN, 200, 0.447000000, 0.002185106, 0.064732075, 7
kNN, 200, 0.416000000, 0.002302885, 0.062586069, 8
kNN, 200, 0.450000000, 0.001864910, 0.061142206, 9
RF, 200, 0.477000000, 0.165410995, 0.021249771, 0
RF, 200, 0.491000000, 0.156682968, 0.034501076, 1
RF, 200, 0.489000000, 0.157921076, 0.019684076, 2
RF, 200, 0.476000000, 0.185099125, 0.031466007, 3
RF, 200, 0.478000000, 0.158888817, 0.017918348, 4
RF, 200, 0.492000000, 0.148013830, 0.019737244, 5
RF, 200, 0.505000000, 0.213598013, 0.020710945, 6
RF, 200, 0.488000000, 0.150776148, 0.017920017, 7
RF, 200, 0.475000000, 0.160260916, 0.022108793, 8
RF, 200, 0.501000000, 0.287253141, 0.045072794, 9
MLP, 200, 0.524000000, 1.286974907, 0.003488779, 0
MLP, 200, 0.476000000, 1.147300005, 0.003718138, 1
MLP, 200, 0.491000000, 1.045611858, 0.002559900, 2
MLP, 200, 0.497000000, 0.833493710, 0.002635002, 3
MLP, 200, 0.492000000, 0.911977053, 0.002594709, 4
MLP, 200, 0.454000000, 1.038252831, 0.002765179, 5
MLP, 200, 0.514000000, 1.478044033, 0.002597094, 6
MLP, 200, 0.499000000, 1.346465111, 0.005859852, 7
MLP, 200, 0.503000000, 0.820631027, 0.002665281, 8
MLP, 200, 0.518000000, 0.737428904, 0.002717972, 9
S-RerF, 200, 0.476000000, 0.189640045, 0.010055065, 0
S-RerF, 200, 0.488000000, 0.299196959, 0.071343899, 1
S-RerF, 200, 0.471000000, 0.197545052, 0.010683298, 2
S-RerF, 200, 0.465000000, 0.205727816, 0.014205217, 3
S-RerF, 200, 0.468000000, 0.275156975, 0.009685993, 4
S-RerF, 200, 0.476000000, 0.168666124, 0.012222290, 5
S-RerF, 200, 0.451000000, 0.180701971, 0.009237051, 6
S-RerF, 200, 0.467000000, 0.192472219, 0.014887094, 7
S-RerF, 200, 0.471000000, 0.184253931, 0.009480953, 8
S-RerF, 200, 0.450000000, 0.185298920, 0.008874893, 9
MT-MORF, 200, 0.432000000, 0.188989162, 0.011471987, 0
MT-MORF, 200, 0.412000000, 0.212784052, 0.010263205, 1
MT-MORF, 200, 0.420000000, 0.190881014, 0.008980989, 2
MT-MORF, 200, 0.414000000, 0.196942091, 0.008634090, 3
MT-MORF, 200, 0.390000000, 0.200747013, 0.008852005, 4
MT-MORF, 200, 0.413000000, 0.195214033, 0.009508848, 5
MT-MORF, 200, 0.402000000, 0.188826323, 0.009394169, 6
MT-MORF, 200, 0.388000000, 0.180928946, 0.009661913, 7
MT-MORF, 200, 0.393000000, 0.190305948, 0.009809732, 8
MT-MORF, 200, 0.357000000, 0.197898865, 0.015199900, 9
Log. Reg, 400, 0.523000000, 0.035320044, 0.000729084, 0
Log. Reg, 400, 0.473000000, 0.036547899, 0.000704050, 1
Log. Reg, 400, 0.498000000, 0.029716015, 0.000852108, 2
Log. Reg, 400, 0.468000000, 0.027760029, 0.000709772, 3
Log. Reg, 400, 0.509000000, 0.027599096, 0.000700951, 4
Log. Reg, 400, 0.525000000, 0.028873205, 0.000704050, 5
Log. Reg, 400, 0.485000000, 0.027329206, 0.000723362, 6
Log. Reg, 400, 0.501000000, 0.030744076, 0.000724077, 7
Log. Reg, 400, 0.512000000, 0.030190706, 0.000811100, 8
Log. Reg, 400, 0.471000000, 0.025845051, 0.000686169, 9
Lin. SVM, 400, 0.499000000, 0.397099018, 0.000706196, 0
Lin. SVM, 400, 0.503000000, 0.401108980, 0.000813246, 1
Lin. SVM, 400, 0.527000000, 0.385698080, 0.000710964, 2
Lin. SVM, 400, 0.518000000, 0.385420084, 0.000717163, 3
Lin. SVM, 400, 0.488000000, 0.398308039, 0.000853062, 4
Lin. SVM, 400, 0.486000000, 0.422007084, 0.000977993, 5
Lin. SVM, 400, 0.477000000, 0.458257914, 0.000718117, 6
Lin. SVM, 400, 0.486000000, 0.387120247, 0.000703096, 7
Lin. SVM, 400, 0.495000000, 0.399467945, 0.000747919, 8
Lin. SVM, 400, 0.531000000, 0.367450237, 0.000695705, 9
SVM, 400, 0.463000000, 0.108838081, 0.266883850, 0
SVM, 400, 0.464000000, 0.119023800, 0.270401955, 1
SVM, 400, 0.466000000, 0.107270241, 0.266071081, 2
SVM, 400, 0.468000000, 0.113179922, 0.265127897, 3
SVM, 400, 0.478000000, 0.115012884, 0.267313242, 4
SVM, 400, 0.479000000, 0.111983776, 0.253559113, 5
SVM, 400, 0.466000000, 0.115224838, 0.258687973, 6
SVM, 400, 0.465000000, 0.108234882, 0.261026144, 7
SVM, 400, 0.466000000, 0.111770153, 0.259651899, 8
SVM, 400, 0.491000000, 0.109168291, 0.254702091, 9
kNN, 400, 0.393000000, 0.003542900, 0.085226059, 0
kNN, 400, 0.451000000, 0.003788948, 0.096125126, 1
kNN, 400, 0.425000000, 0.004703999, 0.100887060, 2
kNN, 400, 0.414000000, 0.003558874, 0.087993145, 3
kNN, 400, 0.450000000, 0.003731012, 0.104506731, 4
kNN, 400, 0.411000000, 0.004323244, 0.085187197, 5
kNN, 400, 0.404000000, 0.003704071, 0.083280087, 6
kNN, 400, 0.433000000, 0.003596067, 0.089818239, 7
kNN, 400, 0.407000000, 0.004870176, 0.090510130, 8
kNN, 400, 0.404000000, 0.004997969, 0.087760925, 9
RF, 400, 0.484000000, 0.163813114, 0.018382788, 0
RF, 400, 0.479000000, 0.165075064, 0.017749071, 1
RF, 400, 0.469000000, 0.166677952, 0.017989874, 2
RF, 400, 0.459000000, 0.168771744, 0.022125959, 3
RF, 400, 0.464000000, 0.185724974, 0.019397259, 4
RF, 400, 0.465000000, 0.170523882, 0.018064022, 5
RF, 400, 0.458000000, 0.166137218, 0.021713972, 6
RF, 400, 0.480000000, 0.173196077, 0.018301964, 7
RF, 400, 0.464000000, 0.167374134, 0.019832134, 8
RF, 400, 0.488000000, 0.175161123, 0.018697262, 9
MLP, 400, 0.498000000, 2.124265909, 0.003195763, 0
MLP, 400, 0.498000000, 2.309691191, 0.002660275, 1
MLP, 400, 0.498000000, 2.215478897, 0.002760887, 2
MLP, 400, 0.466000000, 2.506153822, 0.002785921, 3
MLP, 400, 0.531000000, 2.421735048, 0.004112005, 4
MLP, 400, 0.472000000, 2.795316219, 0.003582001, 5
MLP, 400, 0.497000000, 2.278254032, 0.004143000, 6
MLP, 400, 0.514000000, 2.169676065, 0.002907753, 7
MLP, 400, 0.519000000, 2.272437811, 0.003395796, 8
MLP, 400, 0.530000000, 2.645287991, 0.002902985, 9
S-RerF, 400, 0.423000000, 0.706840992, 0.062623978, 0
S-RerF, 400, 0.416000000, 0.522823811, 0.018121958, 1
S-RerF, 400, 0.431000000, 0.468603849, 0.009631872, 2
S-RerF, 400, 0.436000000, 0.512526751, 0.013993979, 3
S-RerF, 400, 0.422000000, 0.544344902, 0.024363041, 4
S-RerF, 400, 0.446000000, 0.540731907, 0.035354137, 5
S-RerF, 400, 0.434000000, 0.562659979, 0.026381731, 6
S-RerF, 400, 0.421000000, 0.504185915, 0.029531240, 7
S-RerF, 400, 0.462000000, 0.551149130, 0.011966944, 8
S-RerF, 400, 0.427000000, 0.519625902, 0.017879725, 9
MT-MORF, 400, 0.380000000, 0.618098974, 0.014162064, 0
MT-MORF, 400, 0.331000000, 0.549492121, 0.041698933, 1
MT-MORF, 400, 0.361000000, 0.528416157, 0.015452147, 2
MT-MORF, 400, 0.391000000, 0.480468988, 0.010892153, 3
MT-MORF, 400, 0.374000000, 0.650432110, 0.013193130, 4
MT-MORF, 400, 0.396000000, 0.765721083, 0.080442190, 5
MT-MORF, 400, 0.330000000, 0.616765976, 0.026846886, 6
MT-MORF, 400, 0.380000000, 0.565767050, 0.015132904, 7
MT-MORF, 400, 0.358000000, 0.695302010, 0.029743910, 8
MT-MORF, 400, 0.378000000, 0.517393827, 0.011064053, 9
Log. Reg, 1000, 0.507000000, 0.353996038, 0.000986099, 0
Log. Reg, 1000, 0.536000000, 0.292073011, 0.000789165, 1
Log. Reg, 1000, 0.521000000, 0.314450979, 0.000771284, 2
Log. Reg, 1000, 0.485000000, 0.357359886, 0.000730038, 3
Log. Reg, 1000, 0.496000000, 0.344182014, 0.001004934, 4
Log. Reg, 1000, 0.505000000, 0.389009953, 0.000771046, 5
Log. Reg, 1000, 0.524000000, 0.353023052, 0.001078606, 6
Log. Reg, 1000, 0.487000000, 0.321914196, 0.000891924, 7
Log. Reg, 1000, 0.488000000, 0.334265947, 0.000861168, 8
Log. Reg, 1000, 0.507000000, 0.334154129, 0.000753164, 9
Lin. SVM, 1000, 0.499000000, 1.178051949, 0.001178026, 0
Lin. SVM, 1000, 0.522000000, 1.375707865, 0.000711918, 1
Lin. SVM, 1000, 0.488000000, 1.238234997, 0.000750065, 2
Lin. SVM, 1000, 0.505000000, 1.013455868, 0.000771999, 3
Lin. SVM, 1000, 0.510000000, 1.206547022, 0.001081944, 4
Lin. SVM, 1000, 0.505000000, 1.140405893, 0.000715971, 5
Lin. SVM, 1000, 0.487000000, 1.331195116, 0.001132011, 6
Lin. SVM, 1000, 0.513000000, 1.341426849, 0.000971079, 7
Lin. SVM, 1000, 0.490000000, 1.138255119, 0.000810862, 8
Lin. SVM, 1000, 0.506000000, 1.250727892, 0.000717163, 9
SVM, 1000, 0.473000000, 0.806086063, 0.824622869, 0
SVM, 1000, 0.481000000, 0.735890865, 0.672290802, 1
SVM, 1000, 0.459000000, 0.862257004, 0.733150005, 2
SVM, 1000, 0.467000000, 0.648731947, 0.767826080, 3
SVM, 1000, 0.438000000, 1.008022070, 0.685880184, 4
SVM, 1000, 0.456000000, 0.846626043, 0.781600714, 5
SVM, 1000, 0.467000000, 0.871095657, 0.748018026, 6
SVM, 1000, 0.471000000, 0.705346823, 0.719533205, 7
SVM, 1000, 0.440000000, 0.707278967, 0.639513731, 8
SVM, 1000, 0.451000000, 0.730156183, 0.794034958, 9
kNN, 1000, 0.402000000, 0.013082981, 0.193228960, 0
kNN, 1000, 0.415000000, 0.013674021, 0.197479010, 1
kNN, 1000, 0.424000000, 0.013195992, 0.190016031, 2
kNN, 1000, 0.392000000, 0.012511015, 0.196571827, 3
kNN, 1000, 0.402000000, 0.013046026, 0.190441132, 4
kNN, 1000, 0.388000000, 0.013945103, 0.192809820, 5
kNN, 1000, 0.422000000, 0.012099028, 0.197544813, 6
kNN, 1000, 0.416000000, 0.012181044, 0.202305794, 7
kNN, 1000, 0.409000000, 0.011269808, 0.200797319, 8
kNN, 1000, 0.407000000, 0.012845039, 0.222402811, 9
RF, 1000, 0.416000000, 0.322235107, 0.026690006, 0
RF, 1000, 0.433000000, 0.318605185, 0.026084185, 1
RF, 1000, 0.455000000, 0.342383862, 0.028301239, 2
RF, 1000, 0.446000000, 0.303964138, 0.017927170, 3
RF, 1000, 0.436000000, 0.293105125, 0.029903173, 4
RF, 1000, 0.425000000, 0.356759071, 0.021030903, 5
RF, 1000, 0.436000000, 0.302710056, 0.017374039, 6
RF, 1000, 0.458000000, 0.461260080, 0.028084040, 7
RF, 1000, 0.455000000, 0.359462023, 0.020222902, 8
RF, 1000, 0.430000000, 0.367410898, 0.017846107, 9
MLP, 1000, 0.507000000, 1.075174809, 0.003467083, 0
MLP, 1000, 0.488000000, 7.142595768, 0.002865076, 1
MLP, 1000, 0.474000000, 5.862387180, 0.002966642, 2
MLP, 1000, 0.485000000, 5.433349848, 0.003061056, 3
MLP, 1000, 0.483000000, 6.730149984, 0.003607988, 4
MLP, 1000, 0.465000000, 6.350046158, 0.002768755, 5
MLP, 1000, 0.487000000, 0.901352882, 0.003466845, 6
MLP, 1000, 0.510000000, 1.381150007, 0.009301901, 7
MLP, 1000, 0.485000000, 1.645735979, 0.003340006, 8
MLP, 1000, 0.487000000, 9.281236887, 0.004357815, 9
S-RerF, 1000, 0.400000000, 1.899132252, 0.121355057, 0
S-RerF, 1000, 0.403000000, 1.982251644, 0.019446135, 1
S-RerF, 1000, 0.384000000, 1.846947193, 0.022575855, 2
S-RerF, 1000, 0.381000000, 1.622418880, 0.017230988, 3
S-RerF, 1000, 0.388000000, 1.850725174, 0.050466061, 4
S-RerF, 1000, 0.350000000, 1.940832138, 0.032683134, 5
S-RerF, 1000, 0.369000000, 1.661178112, 0.014635801, 6
S-RerF, 1000, 0.330000000, 2.050525904, 0.026326180, 7
S-RerF, 1000, 0.355000000, 1.983028889, 0.069098949, 8
S-RerF, 1000, 0.379000000, 2.006075859, 0.019248009, 9
MT-MORF, 1000, 0.269000000, 1.691945076, 0.014969110, 0
MT-MORF, 1000, 0.237000000, 1.711671114, 0.015217781, 1
MT-MORF, 1000, 0.250000000, 1.745506763, 0.013774157, 2
MT-MORF, 1000, 0.309000000, 1.726693153, 0.014781952, 3
MT-MORF, 1000, 0.245000000, 1.781539202, 0.014261007, 4
MT-MORF, 1000, 0.251000000, 1.646797895, 0.013520956, 5
MT-MORF, 1000, 0.241000000, 1.847552776, 0.016847134, 6
MT-MORF, 1000, 0.233000000, 1.706707001, 0.017655611, 7
MT-MORF, 1000, 0.251000000, 1.613924026, 0.014483213, 8
MT-MORF, 1000, 0.253000000, 1.692448139, 0.015989304, 9
