classifier,n,Lhat,trainTime,testTime,iterate
cnn, 50, 0.506857143, 3.957472324, 0.523145199, 0
cnn, 50, 0.486285714, 0.544693470, 0.107504845, 1
cnn, 50, 0.514857143, 0.545675755, 0.116688251, 2
cnn, 50, 0.514857143, 0.543144464, 0.114189386, 3
cnn, 50, 0.514857143, 0.548497915, 0.111857891, 4
cnn, 50, 0.514857143, 0.753699541, 0.110767841, 5
cnn, 50, 0.514857143, 0.523159981, 0.120765686, 6
cnn, 50, 0.514857143, 0.518546581, 0.121871471, 7
cnn, 50, 0.485142857, 0.531831980, 0.115631104, 8
cnn, 50, 0.515428571, 0.564768076, 0.115828514, 9
cnn, 100, 0.476000000, 1.629127741, 0.118433714, 0
cnn, 100, 0.514857143, 0.551025152, 0.114691257, 1
cnn, 100, 0.514857143, 0.808831453, 0.126675367, 2
cnn, 100, 0.507428571, 0.550418854, 0.111546755, 3
cnn, 100, 0.510857143, 0.528230190, 0.108655691, 4
cnn, 100, 0.496571429, 0.542689085, 0.102826595, 5
cnn, 100, 0.485142857, 0.584040165, 0.121964455, 6
cnn, 100, 0.485142857, 0.563073874, 0.114272118, 7
cnn, 100, 0.518285714, 0.728936195, 0.105005741, 8
cnn, 100, 0.484571429, 0.528200388, 0.113825083, 9
cnn, 200, 0.485142857, 1.654398441, 0.109004736, 0
cnn, 200, 0.483428571, 0.558671474, 0.109579325, 1
cnn, 200, 0.511428571, 0.553766966, 0.135190725, 2
cnn, 200, 0.485142857, 0.613311529, 0.131407976, 3
cnn, 200, 0.517142857, 0.571374416, 0.115547895, 4
cnn, 200, 0.514857143, 0.989088535, 0.124401093, 5
cnn, 200, 0.495428571, 0.575323582, 0.114228249, 6
cnn, 200, 0.514857143, 0.578100443, 0.120626688, 7
cnn, 200, 0.514857143, 0.606585979, 0.122199774, 8
cnn, 200, 0.513714286, 0.565617800, 0.119896650, 9
cnn, 400, 0.498285714, 1.707441330, 0.120732784, 0
cnn, 400, 0.516000000, 0.764872313, 0.109703779, 1
cnn, 400, 0.485142857, 0.589782715, 0.115982294, 2
cnn, 400, 0.485142857, 0.624187231, 0.142243624, 3
cnn, 400, 0.480571429, 0.583361626, 0.112889290, 4
cnn, 400, 0.508571429, 0.594930410, 0.116904259, 5
cnn, 400, 0.514857143, 0.575464249, 0.112507820, 6
cnn, 400, 0.514857143, 0.863766670, 0.113026857, 7
cnn, 400, 0.514857143, 0.576788425, 0.117125511, 8
cnn, 400, 0.513714286, 0.566358566, 0.117855787, 9
cnn, 1000, 0.464571429, 0.635269403, 0.112798691, 0
cnn, 1000, 0.493142857, 0.642539024, 0.117452383, 1
cnn, 1000, 0.513142857, 0.643664360, 0.115253448, 2
cnn, 1000, 0.493142857, 1.152831793, 0.133844376, 3
cnn, 1000, 0.486285714, 0.756875753, 0.125127077, 4
cnn, 1000, 0.478285714, 0.694272757, 0.116754532, 5
cnn, 1000, 0.516571429, 0.633117914, 0.127176523, 6
cnn, 1000, 0.509714286, 0.656192780, 0.118859291, 7
cnn, 1000, 0.514857143, 0.634384871, 0.122069359, 8
cnn, 1000, 0.470285714, 0.638962984, 0.120987654, 9
